date,Bitcoin,Bitcoin Crash,Blockchain,Crisis,Cryptocurrency,Nicehash,Hashing,GPU,GeForce,mining,Tesla,Price
2015-01-01,2.0,0.46,0.68,20.24,0.0,0.0,20.16,31.15,64.0,34.08,7.48,320.4349975585937
2015-01-02,1.92,0.0,1.14,24.380000000000003,0.0,0.0,29.52,33.25,64.0,33.6,7.65,315.8389892578125
2015-01-03,2.2,0.42,1.24,24.380000000000003,0.0,0.0,18.0,27.3,55.04,37.92,8.16,315.1499938964844
2015-01-04,2.8000000000000003,0.8200000000000001,1.08,26.68,0.0,0.0,21.6,28.7,51.2,39.36,6.800000000000001,287.2300109863281
2015-01-05,3.04,0.0,1.28,31.28,0.0,0.0,64.08,26.6,57.6,38.88,7.31,278.34100341796875
2015-01-06,2.8000000000000003,0.0,1.14,37.260000000000005,0.0,0.0,50.4,32.2,54.4,40.8,8.67,287.5530090332031
2015-01-07,2.44,0.0,0.9,33.120000000000005,0.0,0.0,60.48,25.55,46.08,42.24,8.16,298.7539978027344
2015-01-08,2.72,0.0,0.64,37.260000000000005,0.0,0.0,59.76,30.1,44.8,43.2,10.03,294.135009765625
2015-01-09,2.44,0.0,1.42,38.64,0.0,0.0,49.68,31.5,50.56,42.24,7.65,291.114013671875
2015-01-10,2.36,0.0,0.62,27.14,0.0,0.0,36.72,31.5,52.48,41.76,8.5,288.12701416015625
2015-01-11,2.36,0.0,0.3,28.98,0.0,0.0,28.08,28.7,55.68,36.96,8.67,279.63800048828125
2015-01-12,2.24,0.0,1.1,39.56,0.0,0.0,47.52,28.0,43.52,38.88,9.69,272.2030029296875
2015-01-13,2.44,0.0,0.98,43.24,0.0,0.0,59.04,26.6,44.16,44.16,9.86,268.2770080566406
2015-01-14,4.0,1.0,1.24,38.18,0.0,0.0,65.52,28.35,50.56,40.8,13.94,223.8939971923828
2015-01-15,3.8,0.34,0.76,38.18,0.0,0.0,61.92,24.5,41.6,42.72,10.88,229.06700134277344
2015-01-16,3.16,0.35,1.42,38.64,0.0,0.0,58.32,26.6,44.8,40.32,10.03,221.59100341796875
2015-01-17,2.52,0.0,0.48,26.22,0.0,0.0,30.24,29.4,64.0,35.52,8.84,211.7310028076172
2015-01-18,2.32,0.0,0.94,25.3,0.0,0.0,22.32,32.2,49.92,37.44,7.99,218.69500732421875
2015-01-19,2.28,0.36,0.4,31.28,0.0,0.0,43.92,29.4,45.44,40.8,7.82,216.72799682617188
2015-01-20,2.16,0.0,1.5,40.940000000000005,0.0,0.0,72.0,26.95,48.64,47.04,10.37,215.24099731445312
2015-01-21,2.36,0.0,1.72,43.7,0.0,0.0,68.39999999999999,27.3,37.76,43.68,10.2,227.7879943847656
2015-01-22,2.52,0.0,2.0,42.32,0.0,0.0,53.28,30.1,54.4,40.8,9.01,237.0189971923828
2015-01-23,2.36,0.35,0.9,40.48,0.0,0.0,59.76,35.0,63.36,41.76,8.67,234.84500122070312
2015-01-24,2.44,0.0,1.08,28.52,0.0,0.0,40.32,29.75,60.8,40.32,8.16,248.2100067138672
2015-01-25,2.12,0.0,0.62,34.5,0.0,0.0,27.36,32.9,60.8,39.84,7.99,255.07400512695312
2015-01-26,3.72,0.0,0.74,41.86,0.0,0.0,46.8,32.55,40.96,42.72,7.99,309.3840026855469
2015-01-27,3.0,0.0,1.46,40.48,0.0,0.0,72.0,31.5,48.64,44.16,10.54,275.4800109863281
2015-01-28,2.72,0.0,1.1,39.56,0.0,0.0,62.64,24.85,43.52,40.32,17.0,266.5350036621094
2015-01-29,2.52,0.33,0.62,46.0,0.0,0.0,61.92,30.45,50.56,48.0,15.47,238.70599365234372
2015-01-30,2.2,0.0,1.38,37.72,0.0,0.0,56.88,33.25,48.0,44.16,14.45,242.8509979248047
2015-01-31,2.0,0.0,0.92,26.68,0.0,0.0,28.8,29.05,56.32,39.84,10.37,233.5039978027344
2015-02-01,1.29,0.0,0.9,32.33,0.0,0.0,37.84,29.040000000000003,40.95,46.06,10.08,231.57400512695312
2015-02-02,0.99,0.0,1.3,33.92,0.0,0.0,52.8,21.45,24.57,36.26,8.64,242.1750030517578
2015-02-03,1.23,0.0,1.02,39.22,0.0,0.0,68.64,24.42,25.2,41.16,9.9,245.95700073242188
2015-02-04,1.26,0.0,1.18,45.580000000000005,0.0,0.0,61.6,25.41,30.87,40.67,9.0,230.05799865722656
2015-02-05,1.35,0.0,1.02,42.400000000000006,0.0,0.0,73.04,23.76,30.24,43.12,9.0,239.40499877929688
2015-02-06,1.38,0.0,1.36,42.93,0.0,0.0,56.32,27.06,39.06,44.1,10.26,230.50999450683597
2015-02-07,1.7999999999999998,0.0,1.14,25.97,0.0,0.0,33.44,33.0,32.13,38.22,9.72,230.2989959716797
2015-02-08,1.26,0.0,0.18,32.33,0.0,0.0,20.24,30.69,37.17,39.2,8.28,229.43800354003903
2015-02-09,1.38,0.0,1.02,46.11,0.0,0.0,75.68,23.1,30.24,44.59,8.459999999999999,223.9770050048828
2015-02-10,1.38,0.0,1.16,43.99,0.0,0.0,78.32000000000001,22.11,63.0,48.02,9.72,221.8070068359375
2015-02-11,1.29,0.0,1.3,42.93,0.0,0.0,73.92,22.44,40.32,47.53,14.22,223.406005859375
2015-02-12,1.26,0.0,0.44,40.28,0.0,0.0,73.04,24.42,33.39,47.53,18.0,222.19900512695312
2015-02-13,1.29,0.0,0.78,37.63,0.0,0.0,59.84,24.75,37.8,38.71,14.58,240.25900268554688
2015-02-14,1.26,0.0,1.14,22.790000000000003,0.0,0.0,29.92,26.73,38.43,33.32,11.16,259.8080139160156
2015-02-15,1.08,0.0,0.56,29.68,0.0,0.0,32.56,30.360000000000003,33.39,44.59,10.44,265.6109924316406
2015-02-16,1.23,0.0,0.46,34.45,0.0,0.0,51.92,26.4,37.17,41.65,9.54,239.52099609375
2015-02-17,1.35,0.0,0.9,43.46,0.0,0.0,71.28,21.45,32.76,46.06,11.16,245.7749938964844
2015-02-18,1.3199999999999998,0.0,0.9,46.64,0.0,0.0,67.76,29.37,39.06,41.16,12.24,244.25100708007807
2015-02-19,1.62,0.0,1.34,46.11,0.0,0.0,68.64,22.77,28.98,49.0,10.26,242.6719970703125
2015-02-20,3.0,0.0,2.0,40.28,0.0,0.0,62.48,26.07,34.65,44.1,11.88,247.1009979248047
2015-02-21,1.56,0.0,1.12,27.03,0.0,0.0,39.6,21.45,52.92,46.06,10.44,255.32000732421875
2015-02-22,1.47,0.0,0.94,32.86,0.0,0.0,39.6,26.4,35.910000000000004,44.59,8.459999999999999,246.3919982910156
2015-02-23,1.29,0.0,1.44,53.0,0.0,0.0,74.8,29.37,27.09,40.18,8.82,240.10899353027344
2015-02-24,1.26,0.0,1.16,46.11,0.0,0.0,88.0,22.44,28.98,42.63,10.26,239.9010009765625
2015-02-25,1.3199999999999998,0.0,1.78,41.34,0.0,0.0,74.8,24.75,35.910000000000004,48.02,10.8,239.33999633789065
2015-02-26,1.08,0.0,1.04,46.64,0.0,0.0,77.44,23.43,30.24,47.53,10.08,237.7100067138672
2015-02-27,1.41,0.0,0.9,43.99,0.0,0.0,66.0,21.12,33.39,44.59,8.64,256.65301513671875
2015-02-28,1.02,0.0,0.56,30.21,0.0,0.0,44.0,22.77,34.02,45.08,8.64,254.69200134277344
2015-03-01,2.22,0.0,1.32,36.54,0.0,0.0,37.84,28.35,53.36,45.08,8.16,261.6600036621094
2015-03-02,2.7,0.0,0.92,50.46,0.0,0.0,75.68,25.55,33.64,48.51,9.01,276.3009948730469
2015-03-03,2.52,0.0,1.68,52.78,0.0,0.0,71.28,23.8,38.28,46.55,8.84,285.7959899902344
2015-03-04,2.58,0.0,1.24,48.72,0.0,0.0,88.0,28.35,35.96,48.51,9.86,284.2250061035156
2015-03-05,2.61,0.0,2.0,45.82,0.0,0.0,78.32000000000001,31.15,40.02,45.08,8.33,281.6669921875
2015-03-06,2.82,0.0,1.62,42.34,0.0,0.0,56.32,26.95,38.86,45.57,9.69,277.6080017089844
2015-03-07,2.82,0.0,0.98,36.54,0.0,0.0,38.72,30.8,57.99999999999999,47.04,8.84,277.85400390625
2015-03-08,2.43,0.0,1.6,38.28,0.0,0.0,45.76,27.65,45.82,46.55,8.16,277.8580017089844
2015-03-09,2.19,0.0,1.42,46.98,0.0,0.0,52.8,24.5,35.96,49.0,9.35,292.70098876953125
2015-03-10,3.0,0.0,1.26,48.13999999999999,0.0,0.0,73.92,26.25,33.64,47.04,9.18,300.04400634765625
2015-03-11,2.73,0.0,0.8,52.2,0.0,0.0,73.04,28.0,37.7,48.02,9.18,297.3909912109375
2015-03-12,2.55,0.0,1.42,45.24,0.0,0.0,86.24,29.05,40.02,45.08,9.52,297.0880126953125
2015-03-13,2.67,0.0,2.0,45.82,0.0,0.0,76.56,26.25,35.96,49.0,9.35,294.4979858398437
2015-03-14,2.31,0.0,0.8,33.059999999999995,0.0,0.0,39.6,32.9,49.3,39.69,8.84,286.3420104980469
2015-03-15,2.61,0.0,1.42,38.86,0.0,0.0,35.2,28.7,49.88,37.24,10.03,286.52899169921875
2015-03-16,2.73,0.0,0.98,49.3,0.0,0.0,59.84,25.2,46.4,41.65,11.22,294.11199951171875
2015-03-17,2.67,0.0,1.94,51.62,0.0,0.0,62.48,25.2,40.02,43.12,10.37,292.364990234375
2015-03-18,2.67,0.0,0.8,51.04,0.0,0.0,62.48,35.0,44.66,44.1,10.37,285.33599853515625
2015-03-19,2.88,0.0,1.44,52.78,0.0,0.0,71.28,30.45,36.54,39.2,17.0,264.2439880371094
2015-03-20,2.64,0.0,0.64,49.3,0.0,0.0,51.04,25.2,38.86,44.59,12.750000000000002,264.8479919433594
2015-03-21,2.13,0.0,1.4,39.44,0.0,0.0,31.68,29.75,49.3,40.18,11.05,262.1960144042969
2015-03-22,2.82,0.0,1.0,38.28,0.0,0.0,40.48,25.2,48.13999999999999,44.1,10.2,269.7470092773437
2015-03-23,2.28,0.0,1.72,52.78,0.0,0.0,66.0,27.3,38.28,45.57,9.18,277.2969970703125
2015-03-24,2.58,0.0,1.12,53.36,0.0,0.0,85.36,26.25,35.379999999999995,45.08,9.35,267.00299072265625
2015-03-25,2.61,0.0,1.6,52.78,0.0,0.0,79.2,32.55,38.86,39.69,10.03,249.19000244140625
2015-03-26,2.37,0.0,1.14,56.84,0.0,0.0,70.4,25.55,34.8,43.61,9.52,254.35400390625
2015-03-27,2.25,0.0,1.5,56.84,0.0,0.0,62.48,22.05,41.18,38.71,9.86,256.8110046386719
2015-03-28,1.89,0.0,0.66,38.86,0.0,0.0,41.36,29.75,41.18,35.77,9.69,254.2050018310547
2015-03-29,1.89,0.0,0.88,44.66,0.0,0.0,40.48,25.2,45.24,32.83,8.33,253.13900756835935
2015-03-30,2.85,0.0,0.8,57.42,0.0,0.0,53.68,24.5,38.86,41.65,11.39,249.24200439453125
2015-03-31,2.85,0.0,1.44,57.99999999999999,0.0,0.0,80.08,29.05,43.5,40.67,12.07,248.72999572753903
2015-04-01,2.82,0.0,1.8,55.080000000000005,0.0,0.0,85.44,27.200000000000003,35.4,39.95,11.78,247.5410003662109
2015-04-02,2.76,0.0,2.0,53.040000000000006,0.0,0.0,78.32000000000001,25.16,26.55,43.24,12.35,254.46099853515625
2015-04-03,2.4,0.0,1.78,39.440000000000005,0.0,0.0,64.97,27.880000000000003,32.45,33.84,12.73,256.0429992675781
2015-04-04,2.4,0.0,1.4,34.0,0.0,0.0,43.61,26.860000000000003,48.38,39.95,12.35,255.25799560546875
2015-04-05,2.31,0.0,0.96,36.720000000000006,0.0,0.0,36.49,22.78,40.12,36.66,12.73,260.67498779296875
2015-04-06,3.0,0.0,0.9,52.36000000000001,0.0,0.0,75.65,24.82,33.629999999999995,44.18,13.49,261.7980041503906
2015-04-07,2.61,0.0,0.88,57.120000000000005,0.0,0.0,80.1,21.42,30.68,39.48,11.97,255.80499267578125
2015-04-08,2.85,0.0,1.06,53.720000000000006,0.0,0.0,81.88,26.860000000000003,34.809999999999995,44.18,16.34,253.8470001220703
2015-04-09,2.85,0.0,0.7000000000000001,55.080000000000005,0.0,0.0,80.1,23.12,36.58,39.95,12.92,246.1179962158203
2015-04-10,2.64,0.0,1.3,51.00000000000001,0.0,0.0,68.53,25.840000000000003,40.12,39.48,12.16,243.69400024414065
2015-04-11,2.1,0.0,1.14,34.0,0.0,0.0,39.16,25.500000000000004,44.25,40.42,10.26,239.53700256347656
2015-04-12,2.34,0.0,0.92,45.56,0.0,0.0,47.17,27.200000000000003,43.66,38.07,10.83,237.72799682617188
2015-04-13,2.73,0.0,0.88,65.96000000000001,0.0,0.0,68.53,24.82,38.35,40.42,11.78,236.93499755859372
2015-04-14,2.58,0.0,1.36,63.24,0.0,0.0,77.43,34.0,59.0,46.53,10.26,224.9759979248047
2015-04-15,2.37,0.0,0.34,58.48,0.0,0.0,73.87,27.200000000000003,39.53,47.0,10.07,223.8329925537109
2015-04-16,2.28,0.0,1.94,62.56,0.0,0.0,80.99,27.200000000000003,47.79,46.53,10.45,229.6719970703125
2015-04-17,2.16,0.0,1.12,53.720000000000006,0.0,0.0,69.42,27.540000000000003,47.2,38.07,11.02,228.906005859375
2015-04-18,1.98,0.0,1.62,36.04,0.0,0.0,40.05,27.200000000000003,50.74,37.6,9.88,224.3159942626953
2015-04-19,2.43,0.0,0.46,44.2,0.0,0.0,40.05,30.26,49.56,39.48,9.12,226.35299682617188
2015-04-20,2.31,0.0,0.7000000000000001,65.28,0.0,0.0,70.31,24.48,30.09,43.71,10.83,226.3509979248047
2015-04-21,2.43,0.0,1.56,65.96000000000001,0.0,0.0,80.1,24.48,31.27,41.36,10.26,235.2689971923828
2015-04-22,2.64,0.0,1.74,63.92,0.0,0.0,79.21000000000001,27.200000000000003,40.71,38.07,11.97,237.90899658203125
2015-04-23,2.4,0.0,0.36,68.0,0.0,0.0,80.1,29.92,42.48,44.65,13.11,236.4750061035156
2015-04-24,2.25,0.0,1.3,60.52,0.0,0.0,77.43,24.48,38.94,42.3,12.16,236.30499267578125
2015-04-25,2.1,0.0,0.68,40.120000000000005,0.0,0.0,52.51,25.840000000000003,48.97,34.78,11.78,232.56100463867188
2015-04-26,2.34,0.0,0.7000000000000001,43.52,0.0,0.0,42.72,22.78,45.43,40.42,11.4,226.94400024414065
2015-04-27,2.4,0.0,1.06,63.24,0.0,0.0,74.76,28.9,38.35,44.18,15.01,233.30499267578125
2015-04-28,2.28,0.0,1.22,64.60000000000001,0.0,0.0,75.65,28.56,29.5,40.42,12.35,229.4949951171875
2015-04-29,2.37,0.0,1.42,64.60000000000001,0.0,0.0,82.77,22.78,36.58,42.3,10.83,227.0399932861328
2015-04-30,2.88,0.0,1.44,67.32000000000001,0.0,0.0,89.0,20.74,36.58,38.54,19.0,239.56300354003903
2015-05-01,1.24,0.0,1.29,58.59,0.0,0.0,68.85,25.56,38.94,38.18,25.0,238.96600341796875
2015-05-02,1.24,0.0,0.75,35.910000000000004,0.0,0.0,40.8,28.08,40.12,29.44,14.5,235.7270050048828
2015-05-03,1.2,0.0,0.4499999999999999,40.32,0.0,0.0,30.6,30.24,46.61,34.96,8.75,243.2400054931641
2015-05-04,0.98,0.0,1.02,57.33,0.0,0.0,73.95,25.56,34.809999999999995,42.32,9.5,242.63800048828125
2015-05-05,1.26,0.0,0.57,56.7,0.0,0.0,73.1,25.92,43.07,40.48,9.0,239.20399475097656
2015-05-06,1.08,0.0,0.8099999999999999,63.0,0.0,0.0,73.95,23.76,38.35,39.1,10.0,236.45399475097656
2015-05-07,1.16,0.0,1.62,56.7,0.0,0.0,71.39999999999999,32.04,33.04,40.48,12.5,239.10499572753903
2015-05-08,1.16,0.0,1.08,54.81,0.0,0.0,68.85,23.04,38.35,38.64,9.25,246.2749938964844
2015-05-09,1.08,0.0,0.15,30.87,0.0,0.0,34.85,31.32,47.79,30.82,7.25,247.8040008544922
2015-05-10,1.04,0.0,0.48,32.76,0.0,0.0,39.95,30.24,38.94,30.82,7.25,244.0679931640625
2015-05-11,1.16,0.0,1.95,57.33,0.0,0.0,79.89999999999999,23.04,33.04,38.64,6.5,244.2700042724609
2015-05-12,1.2,0.0,3.0,61.74,0.0,0.0,85.0,23.04,38.35,40.48,7.5,242.8809967041016
2015-05-13,1.38,0.0,1.14,59.22,0.0,0.0,70.55,21.24,36.58,46.0,6.75,243.70399475097656
2015-05-14,2.0,0.0,2.01,61.11,0.0,0.0,69.7,32.04,40.71,44.620000000000005,6.5,237.7989959716797
2015-05-15,1.28,0.0,0.84,52.29,0.0,0.0,73.1,22.68,44.25,39.1,6.25,238.7530059814453
2015-05-16,1.14,0.0,0.78,30.87,0.0,0.0,34.0,32.76,44.84,37.72,6.25,237.69700622558597
2015-05-17,1.22,0.0,1.08,36.54,0.0,0.0,35.7,32.04,54.87,39.56,6.25,238.0249938964844
2015-05-18,1.1,0.0,1.62,47.25,0.0,0.0,72.25,25.2,40.12,38.18,6.25,237.2100067138672
2015-05-19,1.34,0.0,1.17,57.33,0.0,0.0,70.55,30.6,59.0,39.1,6.25,234.1510009765625
2015-05-20,1.42,0.0,0.69,53.55,0.0,0.0,69.7,30.96,54.28,42.78,5.75,234.68299865722656
2015-05-21,1.26,0.0,1.47,49.77,0.0,0.0,76.5,24.84,43.07,37.72,6.25,236.24200439453125
2015-05-22,1.18,0.0,1.14,44.1,0.0,0.0,74.8,31.68,44.25,37.72,5.75,240.968994140625
2015-05-23,1.2,0.0,1.44,29.61,0.0,0.0,34.85,36.0,55.46,31.28,5.5,241.0249938964844
2015-05-24,1.2,0.0,1.3199999999999998,30.24,0.0,0.0,34.85,28.8,48.38,38.64,5.75,241.97799682617188
2015-05-25,1.22,0.0,1.2,37.17,0.0,0.0,31.45,28.44,51.33,38.64,5.5,241.02099609375
2015-05-26,1.14,0.0,2.04,51.66,0.0,0.0,62.9,23.4,40.71,39.56,5.5,238.24200439453125
2015-05-27,1.16,0.0,0.8099999999999999,52.92,0.0,0.0,73.95,28.44,43.07,43.7,5.5,238.6360015869141
2015-05-28,1.22,0.0,1.41,52.29,0.0,0.0,69.7,32.4,40.12,43.7,5.25,237.82400512695312
2015-05-29,1.36,0.0,1.5,50.4,0.0,0.0,63.75,29.88,37.76,36.34,6.0,237.52200317382807
2015-05-30,1.6,0.0,0.78,29.61,0.0,0.0,31.45,27.72,52.51,36.8,6.5,237.09300231933597
2015-05-31,1.42,0.0,1.41,32.13,0.0,0.0,31.45,33.84,51.92,30.82,5.5,233.2519989013672
2015-06-01,0.8999999999999999,0.0,0.7000000000000001,30.74,0.0,0.0,66.36,37.44,71.0,32.3,15.01,231.71299743652344
2015-06-02,0.87,0.0,1.32,34.980000000000004,0.0,0.0,84.0,33.54,54.67,38.0,14.25,226.4160003662109
2015-06-03,0.96,0.0,1.34,34.45,0.0,0.0,73.08,37.05,49.7,36.48,14.06,227.4040069580078
2015-06-04,0.84,0.0,0.74,31.8,0.0,0.0,73.92,33.93,55.38,36.1,13.11,226.58099365234372
2015-06-05,0.84,0.0,0.86,28.09,0.0,0.0,62.16,36.27,54.67,33.06,14.06,225.96800231933597
2015-06-06,0.8099999999999999,0.0,2.0,19.61,0.0,0.0,30.24,37.44,48.28,30.02,13.68,225.718994140625
2015-06-07,0.78,0.0,0.54,22.790000000000003,0.0,0.0,36.12,36.66,51.12,28.5,13.68,226.19400024414065
2015-06-08,0.72,0.0,0.6,27.03,0.0,0.0,44.52,23.79,36.21,31.92,13.49,229.4640045166016
2015-06-09,0.72,0.0,0.92,27.56,0.0,0.0,60.48,30.81,42.6,35.34,15.39,230.95399475097656
2015-06-10,0.72,0.0,0.72,37.1,0.0,0.0,68.03999999999999,35.1,46.86,35.72,19.0,229.7819976806641
2015-06-11,0.8099999999999999,0.0,0.84,29.15,0.0,0.0,63.0,29.25,32.66,34.96,16.53,230.28700256347656
2015-06-12,0.8099999999999999,0.0,0.44,24.91,0.0,0.0,63.84,27.69,53.96,30.4,15.77,231.0570068359375
2015-06-13,0.6,0.0,0.28,18.02,0.0,0.0,31.08,39.0,50.41,27.74,15.2,232.6519927978516
2015-06-14,0.63,0.0,0.54,24.91,0.0,0.0,26.04,35.88,48.99,37.62,14.25,234.8580017089844
2015-06-15,0.75,0.0,0.52,24.380000000000003,0.0,0.0,60.48,34.32,39.76,31.92,16.72,237.83599853515625
2015-06-16,0.87,0.0,0.92,29.15,0.0,0.0,60.48,37.83,53.96,29.26,17.48,251.74200439453125
2015-06-17,0.99,0.0,0.42,28.62,0.0,0.0,73.08,38.22,34.79,30.02,15.96,256.8529968261719
2015-06-18,3.0,0.0,0.94,27.56,0.0,0.0,83.16,35.49,42.6,30.78,16.53,252.1080017089844
2015-06-19,1.14,0.0,0.44,24.91,0.0,0.0,69.72,31.98,42.6,32.3,15.58,250.9770050048828
2015-06-20,1.23,0.0,0.8,19.61,0.0,0.0,31.08,34.71,58.22,27.74,15.96,245.8280029296875
2015-06-21,0.87,0.0,0.8200000000000001,22.26,0.0,0.0,24.36,30.03,47.57,32.3,15.77,245.2239990234375
2015-06-22,0.93,0.0,0.96,28.62,0.0,0.0,63.0,27.69,63.19,34.58,15.77,247.91700744628903
2015-06-23,0.8999999999999999,0.0,0.4,24.380000000000003,0.0,0.0,64.67999999999999,35.1,67.45,34.96,15.96,247.3040008544922
2015-06-24,0.96,0.0,1.56,27.56,0.0,0.0,60.48,37.05,58.22,31.92,15.58,244.34100341796875
2015-06-25,1.11,0.0,1.16,28.09,0.0,0.0,81.48,30.03,58.22,35.34,15.77,243.33200073242188
2015-06-26,0.75,0.0,1.4,25.44,0.0,0.0,49.56,33.15,41.18,28.12,15.39,243.74899291992188
2015-06-27,0.99,0.0,0.92,23.32,0.0,0.0,34.44,30.81,44.73,26.98,13.87,251.3390045166016
2015-06-28,0.96,0.0,0.4,29.68,0.0,0.0,32.76,35.49,53.25,38.0,16.34,251.1719970703125
2015-06-29,1.11,0.0,1.14,53.0,0.0,0.0,56.28,28.86,40.47,33.44,14.63,257.1730041503906
2015-06-30,1.26,0.0,1.04,51.41,0.0,0.0,66.36,37.83,54.67,32.3,13.87,267.86700439453125
2015-07-01,2.37,0.0,1.92,55.440000000000005,0.0,0.0,72.16,32.93,30.6,35.6,11.34,265.1719970703125
2015-07-02,2.22,0.0,3.12,38.080000000000005,0.0,0.0,73.8,30.71,32.64,32.800000000000004,12.6,261.6310119628906
2015-07-03,2.1,0.59,0.76,33.040000000000006,0.0,0.0,41.0,32.93,36.04,33.2,12.81,257.0769958496094
2015-07-04,2.49,0.66,1.16,39.2,0.0,0.0,36.08,29.6,27.880000000000003,34.4,11.34,261.4570007324219
2015-07-05,2.07,0.0,1.2,47.6,0.0,0.0,29.52,31.45,28.56,34.0,10.29,274.5060119628906
2015-07-06,2.61,0.0,3.44,56.00000000000001,0.0,0.0,63.13999999999999,29.97,29.92,33.2,11.13,277.4219970703125
2015-07-07,2.4,0.0,4.0,48.16,0.0,0.0,68.88,29.6,27.200000000000003,31.6,12.39,271.34100341796875
2015-07-08,2.61,0.0,2.6,44.8,0.0,0.0,72.97999999999999,27.75,33.32,34.4,13.02,272.97100830078125
2015-07-09,2.28,0.98,2.36,42.00000000000001,0.0,0.0,63.96,31.45,31.96,36.4,11.76,272.3349914550781
2015-07-10,2.94,0.5,2.44,39.2,0.0,0.0,67.24,26.27,27.880000000000003,33.2,13.02,294.59100341796875
2015-07-11,2.13,0.62,1.36,31.360000000000003,0.0,0.0,27.06,28.12,40.120000000000005,32.800000000000004,11.55,298.5060119628906
2015-07-12,3.0,0.0,1.92,37.52,0.0,0.0,38.54,29.97,38.760000000000005,34.4,10.29,314.3940124511719
2015-07-13,2.46,0.0,2.96,40.88,0.0,0.0,63.96,27.38,24.48,37.6,11.13,310.947998046875
2015-07-14,2.34,0.47,2.72,31.92,0.0,0.0,72.97999999999999,25.9,29.24,36.0,10.71,296.1470031738281
2015-07-15,2.22,0.0,2.56,34.720000000000006,0.0,0.0,65.6,37.0,37.400000000000006,34.0,10.92,293.2479858398437
2015-07-16,2.1,0.0,2.36,29.120000000000005,0.0,0.0,79.53999999999999,28.49,33.32,38.0,11.76,291.1830139160156
2015-07-17,1.95,0.0,1.8,29.120000000000005,0.0,0.0,82.0,33.3,29.24,35.6,20.37,280.2799987792969
2015-07-18,2.16,0.63,2.8000000000000003,26.320000000000004,0.0,0.0,31.98,31.08,39.440000000000005,30.8,21.0,282.5270080566406
2015-07-19,2.01,0.0,2.92,26.320000000000004,0.0,0.0,37.72,33.3,32.64,37.2,15.54,275.6700134277344
2015-07-20,1.86,1.0,3.76,29.680000000000003,0.0,0.0,71.33999999999999,27.75,31.28,37.6,15.54,278.9809875488281
2015-07-21,1.83,0.0,1.48,24.64,0.0,0.0,74.61999999999999,27.38,25.840000000000003,38.0,15.96,280.5469970703125
2015-07-22,2.01,0.0,3.12,29.120000000000005,0.0,0.0,59.86,26.64,23.12,38.400000000000006,12.81,277.6659851074219
2015-07-23,1.89,0.0,2.84,30.800000000000004,0.0,0.0,73.8,31.45,25.16,36.8,15.96,278.1109924316406
2015-07-24,1.95,0.0,3.8,26.880000000000003,0.0,0.0,69.7,30.34,32.64,36.8,13.02,289.25299072265625
2015-07-25,2.07,0.0,1.64,20.72,0.0,0.0,36.08,32.93,33.32,40.0,12.39,290.7330017089844
2015-07-26,2.22,0.0,1.64,21.840000000000003,0.0,0.0,36.08,31.45,40.120000000000005,34.4,13.23,293.052001953125
2015-07-27,2.28,0.0,2.96,30.800000000000004,0.0,0.0,69.7,30.34,25.840000000000003,34.4,11.97,297.77398681640625
2015-07-28,2.19,0.0,3.2,27.44,0.0,0.0,72.16,28.49,29.24,34.4,12.18,296.64898681640625
2015-07-29,1.92,0.0,2.96,25.76,0.0,0.0,66.42,31.45,48.96,34.0,12.18,294.5360107421875
2015-07-30,1.92,0.0,3.44,27.44,0.0,0.0,77.08,28.12,68.0,37.2,13.23,290.1260070800781
2015-07-31,1.89,0.5,2.92,28.56,0.0,0.0,67.24,25.16,58.48,34.4,13.23,288.9590148925781
2015-08-01,3.0,0.0,0.8099999999999999,29.92,0.0,0.0,33.6,32.93,77.0,32.0,12.42,284.9320068359375
2015-08-02,2.22,0.67,1.2,29.48,0.0,0.0,27.200000000000003,37.0,73.92,35.6,11.73,283.0320129394531
2015-08-03,2.4,0.53,2.7,38.28,0.0,0.0,56.8,31.82,60.06,36.8,12.42,285.47100830078125
2015-08-04,2.43,0.0,2.04,35.64,0.0,0.0,61.6,25.9,51.59,34.4,13.57,285.7149963378906
2015-08-05,2.07,0.0,2.37,37.4,0.0,0.0,59.2,28.49,44.66,36.8,18.17,285.5010070800781
2015-08-06,1.95,0.0,1.74,34.32,0.0,0.0,75.2,28.49,49.28,34.0,23.0,281.906005859375
2015-08-07,1.68,0.0,1.14,31.68,0.0,0.0,76.80000000000001,34.78,49.28,33.6,19.32,280.3919982910156
2015-08-08,2.01,0.0,3.0,28.6,0.0,0.0,31.200000000000003,35.15,59.29,36.0,14.03,279.9280090332031
2015-08-09,2.01,0.67,0.8099999999999999,30.36,0.0,0.0,24.0,30.34,63.14,36.4,14.72,267.00299072265625
2015-08-10,1.7999999999999998,0.0,1.71,33.88,0.0,0.0,56.8,30.71,47.74,40.0,14.95,267.0320129394531
2015-08-11,2.16,0.51,1.53,33.88,0.0,0.0,68.8,27.75,49.28,39.2,12.65,270.385986328125
2015-08-12,2.04,0.0,2.85,34.32,0.0,0.0,76.0,31.45,42.35,36.4,11.73,270.6730041503906
2015-08-13,2.13,0.0,1.29,31.68,0.0,0.0,80.0,32.56,56.21,36.8,14.95,266.23199462890625
2015-08-14,1.77,0.0,1.11,34.32,0.0,0.0,64.0,26.64,53.9,36.4,15.18,267.46600341796875
