date,Block_unscaled,Block_monthly,isPartial,scale,Block
2023-10-05,88,31.0,,0.31,27.28
2023-10-06,78,31.0,,0.31,24.18
2023-10-07,78,31.0,,0.31,24.18
2023-10-08,73,34.0,False,0.34,24.82
2023-10-09,93,34.0,,0.34,31.62
2023-10-10,81,34.0,,0.34,27.540000000000003
2023-10-11,88,34.0,,0.34,29.92
2023-10-12,97,34.0,,0.34,32.980000000000004
2023-10-13,85,34.0,,0.34,28.900000000000002
2023-10-14,85,34.0,,0.34,28.900000000000002
2023-10-15,81,32.0,False,0.32,25.92
2023-10-16,88,32.0,,0.32,28.16
2023-10-17,100,32.0,,0.32,32.0
2023-10-18,90,32.0,,0.32,28.8
2023-10-19,97,32.0,,0.32,31.04
2023-10-20,91,32.0,,0.32,29.12
2023-10-21,74,32.0,,0.32,23.68
2023-10-22,81,31.0,False,0.31,25.11
2023-10-23,85,31.0,,0.31,26.35
2023-10-24,86,31.0,,0.31,26.66
2023-10-25,89,31.0,,0.31,27.59
2023-10-26,88,31.0,,0.31,27.28
2023-10-27,89,31.0,,0.31,27.59
2023-10-28,72,31.0,,0.31,22.32
2023-10-29,77,34.0,False,0.34,26.180000000000003
2023-10-30,97,34.0,,0.34,32.980000000000004
2023-10-31,98,34.0,,0.34,33.32
2023-11-01,100,34.0,,0.34,34.0
2023-11-02,93,34.0,,0.34,31.62
2023-11-03,89,34.0,,0.34,30.26
2023-11-04,76,34.0,,0.34,25.840000000000003
2023-11-05,76,33.0,False,0.33,25.080000000000002
2023-11-06,91,33.0,,0.33,30.03
2023-11-07,87,33.0,,0.33,28.71
2023-11-08,87,33.0,,0.33,28.71
2023-11-09,84,33.0,,0.33,27.720000000000002
2023-11-10,80,33.0,,0.33,26.400000000000002
2023-11-11,75,33.0,,0.33,24.75
2023-11-12,77,32.0,False,0.32,24.64
2023-11-13,90,32.0,,0.32,28.8
2023-11-14,92,32.0,,0.32,29.44
2023-11-15,91,32.0,,0.32,29.12
2023-11-16,82,32.0,,0.32,26.240000000000002
2023-11-17,81,32.0,,0.32,25.92
2023-11-18,76,32.0,,0.32,24.32
2023-11-19,72,27.0,False,0.27,19.44
2023-11-20,81,27.0,,0.27,21.87
2023-11-21,84,27.0,,0.27,22.68
2023-11-22,80,27.0,,0.27,21.6
2023-11-23,67,27.0,,0.27,18.09
2023-11-24,68,27.0,,0.27,18.36
2023-11-25,77,27.0,,0.27,20.790000000000003
2023-11-26,68,32.0,False,0.32,21.76
2023-11-27,87,32.0,,0.32,27.84
2023-11-28,86,32.0,,0.32,27.52
2023-11-29,86,32.0,,0.32,27.52
2023-11-30,82,32.0,,0.32,26.240000000000002
2023-12-01,83,32.0,,0.32,26.560000000000002
2023-12-02,86,32.0,,0.32,27.52
2023-12-03,73,35.0,False,0.35,25.549999999999997
2023-12-04,87,35.0,,0.35,30.45
2023-12-05,95,35.0,,0.35,33.25
2023-12-06,100,35.0,,0.35,35.0
2023-12-07,93,35.0,,0.35,32.55
2023-12-08,84,35.0,,0.35,29.4
2023-12-09,75,35.0,,0.35,26.25
2023-12-10,75,35.0,False,0.35,26.25
2023-12-11,89,35.0,,0.35,31.15
2023-12-12,89,35.0,,0.35,31.15
2023-12-13,89,35.0,,0.35,31.15
2023-12-14,85,35.0,,0.35,29.749999999999996
2023-12-15,82,35.0,,0.35,28.7
2023-12-16,78,35.0,,0.35,27.299999999999997
2023-12-17,76,29.0,False,0.29,22.04
2023-12-18,79,29.0,,0.29,22.91
2023-12-19,80,29.0,,0.29,23.2
2023-12-20,87,29.0,,0.29,25.229999999999997
2023-12-21,95,29.0,,0.29,27.549999999999997
2023-12-22,78,29.0,,0.29,22.619999999999997
2023-12-23,76,29.0,,0.29,22.04
2023-12-24,73,30.0,False,0.3,21.9
2023-12-25,64,30.0,,0.3,19.2
2023-12-26,80,30.0,,0.3,24.0
2023-12-27,82,30.0,,0.3,24.599999999999998
2023-12-28,88,30.0,,0.3,26.4
2023-12-29,86,30.0,,0.3,25.8
2023-12-30,81,30.0,,0.3,24.3
2023-12-31,76,35.0,False,0.35,26.599999999999998
2024-01-01,49,35.0,,0.35,17.15
2024-01-02,59,35.0,,0.35,20.65
2024-01-03,65,35.0,,0.35,22.75
2024-01-04,67,35.0,,0.35,23.45
2024-01-05,61,35.0,,0.35,21.349999999999998
2024-01-06,54,35.0,,0.35,18.9
2024-01-07,51,38.0,False,0.38,19.38
2024-01-08,61,38.0,,0.38,23.18
2024-01-09,60,38.0,,0.38,22.8
2024-01-10,62,38.0,,0.38,23.56
2024-01-11,66,38.0,,0.38,25.080000000000002
2024-01-12,66,38.0,,0.38,25.080000000000002
2024-01-13,68,38.0,,0.38,25.84
2024-01-14,68,40.0,False,0.4,27.200000000000003
2024-01-15,72,40.0,,0.4,28.8
2024-01-16,65,40.0,,0.4,26.0
2024-01-17,72,40.0,,0.4,28.8
2024-01-18,71,40.0,,0.4,28.400000000000002
2024-01-19,67,40.0,,0.4,26.8
2024-01-20,70,40.0,,0.4,28.0
2024-01-21,66,42.0,False,0.42,27.72
2024-01-22,78,42.0,,0.42,32.76
2024-01-23,76,42.0,,0.42,31.919999999999998
2024-01-24,77,42.0,,0.42,32.339999999999996
2024-01-25,82,42.0,,0.42,34.44
2024-01-26,77,42.0,,0.42,32.339999999999996
2024-01-27,76,42.0,,0.42,31.919999999999998
2024-01-28,73,50.0,True,0.5,36.5
2024-01-29,92,50.0,,0.5,46.0
2024-01-30,100,50.0,,0.5,50.0
2024-01-31,96,50.0,,0.5,48.0
