date,/m/0_1fcmj_unscaled,/m/0_1fcmj_monthly,isPartial,scale,/m/0_1fcmj
2023-12-01,67,45.0,,0.45,30.150000000000002
2023-12-02,64,45.0,,0.45,28.8
2023-12-03,46,47.0,False,0.47,21.619999999999997
2023-12-04,100,47.0,,0.47,47.0
2023-12-05,87,47.0,,0.47,40.89
2023-12-06,77,47.0,,0.47,36.19
2023-12-07,69,47.0,,0.47,32.43
2023-12-08,72,47.0,,0.47,33.839999999999996
2023-12-09,59,47.0,,0.47,27.729999999999997
2023-12-10,51,40.0,False,0.4,20.400000000000002
2023-12-11,62,40.0,,0.4,24.8
2023-12-12,76,40.0,,0.4,30.400000000000002
2023-12-13,58,40.0,,0.4,23.200000000000003
2023-12-14,67,40.0,,0.4,26.8
2023-12-15,63,40.0,,0.4,25.200000000000003
2023-12-16,46,40.0,,0.4,18.400000000000002
2023-12-17,42,32.0,False,0.32,13.44
2023-12-18,52,32.0,,0.32,16.64
2023-12-19,49,32.0,,0.32,15.68
2023-12-20,51,32.0,,0.32,16.32
2023-12-21,67,32.0,,0.32,21.44
2023-12-22,54,32.0,,0.32,17.28
2023-12-23,47,32.0,,0.32,15.040000000000001
2023-12-24,38,32.0,False,0.32,12.16
2023-12-25,51,32.0,,0.32,16.32
2023-12-26,48,32.0,,0.32,15.36
2023-12-27,69,32.0,,0.32,22.080000000000002
2023-12-28,65,32.0,,0.32,20.8
2023-12-29,44,32.0,,0.32,14.08
2023-12-30,42,32.0,,0.32,13.44
2023-12-31,37,33.0,False,0.33,12.21
2024-01-01,56,33.0,,0.33,18.48
2024-01-02,79,33.0,,0.33,26.07
2024-01-03,77,33.0,,0.33,25.41
2024-01-04,92,33.0,,0.33,30.360000000000003
2024-01-05,62,33.0,,0.33,20.46
2024-01-06,73,33.0,,0.33,24.09
2024-01-07,74,34.0,False,0.34,25.16
2024-01-08,64,34.0,,0.34,21.76
2024-01-09,72,34.0,,0.34,24.48
2024-01-10,66,34.0,,0.34,22.44
2024-01-11,73,34.0,,0.34,24.82
2024-01-12,70,34.0,,0.34,23.8
2024-01-13,92,34.0,,0.34,31.28
2024-01-14,84,34.0,False,0.34,28.560000000000002
2024-01-15,76,34.0,,0.34,25.840000000000003
2024-01-16,91,34.0,,0.34,30.94
2024-01-17,65,34.0,,0.34,22.1
2024-01-18,71,34.0,,0.34,24.14
2024-01-19,67,34.0,,0.34,22.78
2024-01-20,64,34.0,,0.34,21.76
2024-01-21,44,35.0,False,0.35,15.399999999999999
2024-01-22,83,35.0,,0.35,29.049999999999997
2024-01-23,73,35.0,,0.35,25.549999999999997
2024-01-24,82,35.0,,0.35,28.7
2024-01-25,90,35.0,,0.35,31.499999999999996
2024-01-26,79,35.0,,0.35,27.65
2024-01-27,92,35.0,,0.35,32.199999999999996
2024-01-28,61,36.0,True,0.36,21.96
2024-01-29,84,36.0,,0.36,30.24
2024-01-30,100,36.0,,0.36,36.0
2024-01-31,70,36.0,,0.36,25.2
