date,Hash Rate_unscaled,Hash Rate_monthly,isPartial,scale,Hash Rate
2023-10-28,0,11.0,,0.11,0.0
2023-10-29,76,15.0,False,0.15,11.4
2023-10-30,45,15.0,,0.15,6.75
2023-10-31,0,15.0,,0.15,0.0
2023-11-01,0,15.0,,0.15,0.0
2023-11-02,54,15.0,,0.15,8.1
2023-11-03,70,15.0,,0.15,10.5
2023-11-04,43,15.0,,0.15,6.45
2023-11-05,0,18.0,False,0.18,0.0
2023-11-06,0,18.0,,0.18,0.0
2023-11-07,0,18.0,,0.18,0.0
2023-11-08,0,18.0,,0.18,0.0
2023-11-09,34,18.0,,0.18,6.12
2023-11-10,100,18.0,,0.18,18.0
2023-11-11,0,18.0,,0.18,0.0
2023-11-12,0,4.0,False,0.04,0.0
2023-11-13,53,4.0,,0.04,2.12
2023-11-14,29,4.0,,0.04,1.16
2023-11-15,28,4.0,,0.04,1.12
2023-11-16,0,4.0,,0.04,0.0
2023-11-17,35,4.0,,0.04,1.4000000000000001
2023-11-18,49,4.0,,0.04,1.96
2023-11-19,0,11.0,False,0.11,0.0
2023-11-20,0,11.0,,0.11,0.0
2023-11-21,0,11.0,,0.11,0.0
2023-11-22,0,11.0,,0.11,0.0
2023-11-23,0,11.0,,0.11,0.0
2023-11-24,36,11.0,,0.11,3.96
2023-11-25,0,11.0,,0.11,0.0
2023-11-26,0,21.0,False,0.21,0.0
2023-11-27,31,21.0,,0.21,6.51
2023-11-28,59,21.0,,0.21,12.389999999999999
2023-11-29,81,21.0,,0.21,17.009999999999998
2023-11-30,0,21.0,,0.21,0.0
2023-12-01,53,21.0,,0.21,11.129999999999999
2023-12-02,40,21.0,,0.21,8.4
2023-12-03,0,12.0,False,0.12,0.0
2023-12-04,24,12.0,,0.12,2.88
2023-12-05,0,12.0,,0.12,0.0
2023-12-06,42,12.0,,0.12,5.04
2023-12-07,0,12.0,,0.12,0.0
2023-12-08,25,12.0,,0.12,3.0
2023-12-09,23,12.0,,0.12,2.76
2023-12-10,88,13.0,False,0.13,11.440000000000001
2023-12-11,0,13.0,,0.13,0.0
2023-12-12,83,13.0,,0.13,10.790000000000001
2023-12-13,0,13.0,,0.13,0.0
2023-12-14,48,13.0,,0.13,6.24
2023-12-15,46,13.0,,0.13,5.98
2023-12-16,36,13.0,,0.13,4.68
2023-12-17,0,10.0,False,0.1,0.0
2023-12-18,60,10.0,,0.1,6.0
2023-12-19,37,10.0,,0.1,3.7
2023-12-20,0,10.0,,0.1,0.0
2023-12-21,0,10.0,,0.1,0.0
2023-12-22,33,10.0,,0.1,3.3000000000000003
2023-12-23,36,10.0,,0.1,3.6
2023-12-24,0,7.0,False,0.07,0.0
2023-12-25,0,7.0,,0.07,0.0
2023-12-26,0,7.0,,0.07,0.0
2023-12-27,34,7.0,,0.07,2.3800000000000003
2023-12-28,36,7.0,,0.07,2.5200000000000005
2023-12-29,0,7.0,,0.07,0.0
2023-12-30,100,7.0,,0.07,7.000000000000001
2023-12-31,0,12.0,False,0.12,0.0
2024-01-01,0,12.0,,0.12,0.0
2024-01-02,0,12.0,,0.12,0.0
2024-01-03,100,12.0,,0.12,12.0
2024-01-04,51,12.0,,0.12,6.12
2024-01-05,0,12.0,,0.12,0.0
2024-01-06,19,12.0,,0.12,2.28
2024-01-07,27,15.0,False,0.15,4.05
2024-01-08,0,15.0,,0.15,0.0
2024-01-09,16,15.0,,0.15,2.4
2024-01-10,0,15.0,,0.15,0.0
2024-01-11,31,15.0,,0.15,4.6499999999999995
2024-01-12,0,15.0,,0.15,0.0
2024-01-13,19,15.0,,0.15,2.85
2024-01-14,41,16.0,False,0.16,6.5600000000000005
2024-01-15,31,16.0,,0.16,4.96
2024-01-16,66,16.0,,0.16,10.56
2024-01-17,0,16.0,,0.16,0.0
2024-01-18,56,16.0,,0.16,8.96
2024-01-19,0,16.0,,0.16,0.0
2024-01-20,0,16.0,,0.16,0.0
2024-01-21,47,14.0,False,0.14,6.580000000000001
2024-01-22,0,14.0,,0.14,0.0
2024-01-23,40,14.0,,0.14,5.6000000000000005
2024-01-24,0,14.0,,0.14,0.0
2024-01-25,25,14.0,,0.14,3.5000000000000004
2024-01-26,0,14.0,,0.14,0.0
2024-01-27,32,14.0,,0.14,4.48
2024-01-28,26,32.0,True,0.32,8.32
2024-01-29,0,32.0,,0.32,0.0
2024-01-30,0,32.0,,0.32,0.0
2024-01-31,0,32.0,,0.32,0.0
