date,/m/01ld0_unscaled,/m/01ld0_monthly,isPartial,scale,/m/01ld0
2023-12-28,32,35.0,,0.35,11.2
2023-12-29,17,35.0,,0.35,5.949999999999999
2023-12-30,32,35.0,,0.35,11.2
2023-12-31,22,44.0,False,0.44,9.68
2024-01-01,26,44.0,,0.44,11.44
2024-01-02,44,44.0,,0.44,19.36
2024-01-03,61,44.0,,0.44,26.84
2024-01-04,55,44.0,,0.44,24.2
2024-01-05,46,44.0,,0.44,20.24
2024-01-06,34,44.0,,0.44,14.96
2024-01-07,26,54.0,False,0.54,14.040000000000001
2024-01-08,56,54.0,,0.54,30.240000000000002
2024-01-09,47,54.0,,0.54,25.380000000000003
2024-01-10,82,54.0,,0.54,44.28
2024-01-11,69,54.0,,0.54,37.260000000000005
2024-01-12,53,54.0,,0.54,28.62
2024-01-13,40,54.0,,0.54,21.6
2024-01-14,42,53.0,False,0.53,22.26
2024-01-15,47,53.0,,0.53,24.91
2024-01-16,57,53.0,,0.53,30.21
2024-01-17,77,53.0,,0.53,40.81
2024-01-18,67,53.0,,0.53,35.510000000000005
2024-01-19,58,53.0,,0.53,30.740000000000002
2024-01-20,32,53.0,,0.53,16.96
2024-01-21,43,64.0,False,0.64,27.52
2024-01-22,72,64.0,,0.64,46.08
2024-01-23,64,64.0,,0.64,40.96
2024-01-24,86,64.0,,0.64,55.04
2024-01-25,90,64.0,,0.64,57.6
2024-01-26,50,64.0,,0.64,32.0
2024-01-27,43,64.0,,0.64,27.52
2024-01-28,35,77.0,True,0.77,26.95
2024-01-29,86,77.0,,0.77,66.22
2024-01-30,89,77.0,,0.77,68.53
2024-01-31,100,77.0,,0.77,77.0
