date,/g/11qgz2_44f_unscaled,/g/11qgz2_44f_monthly,isPartial,scale,/g/11qgz2_44f
2023-10-17,55,25.0,,0.25,13.75
2023-10-18,56,25.0,,0.25,14.0
2023-10-19,32,25.0,,0.25,8.0
2023-10-20,40,25.0,,0.25,10.0
2023-10-21,37,25.0,,0.25,9.25
2023-10-22,39,21.0,False,0.21,8.19
2023-10-23,55,21.0,,0.21,11.549999999999999
2023-10-24,47,21.0,,0.21,9.87
2023-10-25,37,21.0,,0.21,7.77
2023-10-26,52,21.0,,0.21,10.92
2023-10-27,41,21.0,,0.21,8.61
2023-10-28,36,21.0,,0.21,7.56
2023-10-29,41,25.0,False,0.25,10.25
2023-10-30,49,25.0,,0.25,12.25
2023-10-31,50,25.0,,0.25,12.5
2023-11-01,71,25.0,,0.25,17.75
2023-11-02,71,25.0,,0.25,17.75
2023-11-03,72,25.0,,0.25,18.0
2023-11-04,62,25.0,,0.25,15.5
2023-11-05,67,31.0,False,0.31,20.77
2023-11-06,67,31.0,,0.31,20.77
2023-11-07,100,31.0,,0.31,31.0
2023-11-08,92,31.0,,0.31,28.52
2023-11-09,94,31.0,,0.31,29.14
2023-11-10,81,31.0,,0.31,25.11
2023-11-11,64,31.0,,0.31,19.84
2023-11-12,88,29.0,False,0.29,25.52
2023-11-13,85,29.0,,0.29,24.65
2023-11-14,83,29.0,,0.29,24.069999999999997
2023-11-15,78,29.0,,0.29,22.619999999999997
2023-11-16,80,29.0,,0.29,23.2
2023-11-17,61,29.0,,0.29,17.689999999999998
2023-11-18,78,29.0,,0.29,22.619999999999997
2023-11-19,46,26.0,False,0.26,11.96
2023-11-20,74,26.0,,0.26,19.240000000000002
2023-11-21,68,26.0,,0.26,17.68
2023-11-22,75,26.0,,0.26,19.5
2023-11-23,77,26.0,,0.26,20.02
2023-11-24,68,26.0,,0.26,17.68
2023-11-25,86,26.0,,0.26,22.36
2023-11-26,69,31.0,False,0.31,21.39
2023-11-27,88,31.0,,0.31,27.28
2023-11-28,71,31.0,,0.31,22.01
2023-11-29,82,31.0,,0.31,25.419999999999998
2023-11-30,81,31.0,,0.31,25.11
2023-12-01,62,31.0,,0.31,19.22
2023-12-02,53,31.0,,0.31,16.43
2023-12-03,52,35.0,False,0.35,18.2
2023-12-04,86,35.0,,0.35,30.099999999999998
2023-12-05,70,35.0,,0.35,24.5
2023-12-06,80,35.0,,0.35,28.0
2023-12-07,87,35.0,,0.35,30.45
2023-12-08,51,35.0,,0.35,17.849999999999998
2023-12-09,71,35.0,,0.35,24.849999999999998
2023-12-10,68,35.0,False,0.35,23.799999999999997
2023-12-11,100,35.0,,0.35,35.0
2023-12-12,78,35.0,,0.35,27.299999999999997
2023-12-13,59,35.0,,0.35,20.65
2023-12-14,62,35.0,,0.35,21.7
2023-12-15,41,35.0,,0.35,14.35
2023-12-16,46,35.0,,0.35,16.099999999999998
2023-12-17,44,31.0,False,0.31,13.64
2023-12-18,53,31.0,,0.31,16.43
2023-12-19,71,31.0,,0.31,22.01
2023-12-20,61,31.0,,0.31,18.91
2023-12-21,66,31.0,,0.31,20.46
2023-12-22,70,31.0,,0.31,21.7
2023-12-23,49,31.0,,0.31,15.19
2023-12-24,55,35.0,False,0.35,19.25
2023-12-25,67,35.0,,0.35,23.45
2023-12-26,85,35.0,,0.35,29.749999999999996
2023-12-27,86,35.0,,0.35,30.099999999999998
2023-12-28,67,35.0,,0.35,23.45
2023-12-29,55,35.0,,0.35,19.25
2023-12-30,56,35.0,,0.35,19.599999999999998
2023-12-31,55,34.0,False,0.34,18.700000000000003
2024-01-01,76,34.0,,0.34,25.840000000000003
2024-01-02,94,34.0,,0.34,31.96
2024-01-03,81,34.0,,0.34,27.540000000000003
2024-01-04,71,34.0,,0.34,24.14
2024-01-05,57,34.0,,0.34,19.380000000000003
2024-01-06,63,34.0,,0.34,21.42
2024-01-07,72,36.0,False,0.36,25.919999999999998
2024-01-08,71,36.0,,0.36,25.56
2024-01-09,65,36.0,,0.36,23.4
2024-01-10,70,36.0,,0.36,25.2
2024-01-11,100,36.0,,0.36,36.0
2024-01-12,75,36.0,,0.36,27.0
2024-01-13,77,36.0,,0.36,27.72
2024-01-14,50,31.0,False,0.31,15.5
2024-01-15,51,31.0,,0.31,15.81
2024-01-16,54,31.0,,0.31,16.74
2024-01-17,79,31.0,,0.31,24.49
2024-01-18,79,31.0,,0.31,24.49
2024-01-19,62,31.0,,0.31,19.22
2024-01-20,60,31.0,,0.31,18.6
2024-01-21,55,31.0,False,0.31,17.05
2024-01-22,77,31.0,,0.31,23.87
2024-01-23,64,31.0,,0.31,19.84
2024-01-24,74,31.0,,0.31,22.94
2024-01-25,65,31.0,,0.31,20.15
2024-01-26,54,31.0,,0.31,16.74
2024-01-27,79,31.0,,0.31,24.49
2024-01-28,56,31.0,True,0.31,17.36
2024-01-29,65,31.0,,0.31,20.15
2024-01-30,69,31.0,,0.31,21.39
2024-01-31,62,31.0,,0.31,19.22
