date,/g/11hcjtkkcv_unscaled,/g/11hcjtkkcv_monthly,isPartial,scale,/g/11hcjtkkcv
2023-09-18,49,43.0,,0.43,21.07
2023-09-19,26,43.0,,0.43,11.18
2023-09-20,71,43.0,,0.43,30.53
2023-09-21,37,43.0,,0.43,15.91
2023-09-22,87,43.0,,0.43,37.41
2023-09-23,35,43.0,,0.43,15.049999999999999
2023-09-24,100,50.0,False,0.5,50.0
2023-09-25,88,50.0,,0.5,44.0
2023-09-26,30,50.0,,0.5,15.0
2023-09-27,65,50.0,,0.5,32.5
2023-09-28,70,50.0,,0.5,35.0
2023-09-29,75,50.0,,0.5,37.5
2023-09-30,36,50.0,,0.5,18.0
2023-10-01,62,52.0,False,0.52,32.24
2023-10-02,55,52.0,,0.52,28.6
2023-10-03,83,52.0,,0.52,43.160000000000004
2023-10-04,81,52.0,,0.52,42.120000000000005
2023-10-05,48,52.0,,0.52,24.96
2023-10-06,46,52.0,,0.52,23.92
2023-10-07,47,52.0,,0.52,24.44
2023-10-08,40,45.0,False,0.45,18.0
2023-10-09,81,45.0,,0.45,36.45
2023-10-10,92,45.0,,0.45,41.4
2023-10-11,63,45.0,,0.45,28.35
2023-10-12,62,45.0,,0.45,27.900000000000002
2023-10-13,37,45.0,,0.45,16.650000000000002
2023-10-14,0,45.0,,0.45,0.0
2023-10-15,0,49.0,False,0.49,0.0
2023-10-16,48,49.0,,0.49,23.52
2023-10-17,53,49.0,,0.49,25.97
2023-10-18,44,49.0,,0.49,21.56
2023-10-19,32,49.0,,0.49,15.68
2023-10-20,100,49.0,,0.49,49.0
2023-10-21,76,49.0,,0.49,37.24
2023-10-22,66,40.0,False,0.4,26.400000000000002
2023-10-23,78,40.0,,0.4,31.200000000000003
2023-10-24,58,40.0,,0.4,23.200000000000003
2023-10-25,28,40.0,,0.4,11.200000000000001
2023-10-26,47,40.0,,0.4,18.8
2023-10-27,31,40.0,,0.4,12.4
2023-10-28,38,40.0,,0.4,15.200000000000001
2023-10-29,44,37.0,False,0.37,16.28
2023-10-30,20,37.0,,0.37,7.4
2023-10-31,59,37.0,,0.37,21.83
2023-11-01,36,37.0,,0.37,13.32
2023-11-02,36,37.0,,0.37,13.32
2023-11-03,61,37.0,,0.37,22.57
2023-11-04,32,37.0,,0.37,11.84
2023-11-05,18,40.0,False,0.4,7.2
2023-11-06,72,40.0,,0.4,28.8
2023-11-07,66,40.0,,0.4,26.400000000000002
2023-11-08,76,40.0,,0.4,30.400000000000002
2023-11-09,60,40.0,,0.4,24.0
2023-11-10,53,40.0,,0.4,21.200000000000003
2023-11-11,46,40.0,,0.4,18.400000000000002
2023-11-12,34,49.0,False,0.49,16.66
2023-11-13,52,49.0,,0.49,25.48
2023-11-14,54,49.0,,0.49,26.46
2023-11-15,77,49.0,,0.49,37.73
2023-11-16,100,49.0,,0.49,49.0
2023-11-17,41,49.0,,0.49,20.09
2023-11-18,31,49.0,,0.49,15.19
2023-11-19,51,39.0,False,0.39,19.89
2023-11-20,64,39.0,,0.39,24.96
2023-11-21,43,39.0,,0.39,16.77
2023-11-22,35,39.0,,0.39,13.65
2023-11-23,87,39.0,,0.39,33.93
2023-11-24,32,39.0,,0.39,12.48
2023-11-25,64,39.0,,0.39,24.96
2023-11-26,31,43.0,False,0.43,13.33
2023-11-27,94,43.0,,0.43,40.42
2023-11-28,50,43.0,,0.43,21.5
2023-11-29,27,43.0,,0.43,11.61
2023-11-30,51,43.0,,0.43,21.93
2023-12-01,10,43.0,,0.43,4.3
2023-12-02,24,43.0,,0.43,10.32
2023-12-03,21,47.0,False,0.47,9.87
2023-12-04,33,47.0,,0.47,15.51
2023-12-05,27,47.0,,0.47,12.69
2023-12-06,16,47.0,,0.47,7.52
2023-12-07,19,47.0,,0.47,8.93
2023-12-08,36,47.0,,0.47,16.919999999999998
2023-12-09,22,47.0,,0.47,10.34
2023-12-10,17,78.0,False,0.78,13.26
2023-12-11,21,78.0,,0.78,16.38
2023-12-12,16,78.0,,0.78,12.48
2023-12-13,36,78.0,,0.78,28.080000000000002
2023-12-14,100,78.0,,0.78,78.0
2023-12-15,58,78.0,,0.78,45.24
2023-12-16,33,78.0,,0.78,25.740000000000002
2023-12-17,11,51.0,False,0.51,5.61
2023-12-18,25,51.0,,0.51,12.75
2023-12-19,42,51.0,,0.51,21.42
2023-12-20,24,51.0,,0.51,12.24
2023-12-21,20,51.0,,0.51,10.2
2023-12-22,16,51.0,,0.51,8.16
2023-12-23,14,51.0,,0.51,7.140000000000001
2023-12-24,9,34.0,False,0.34,3.06
2023-12-25,16,34.0,,0.34,5.44
2023-12-26,6,34.0,,0.34,2.04
2023-12-27,20,34.0,,0.34,6.800000000000001
2023-12-28,25,34.0,,0.34,8.5
2023-12-29,9,34.0,,0.34,3.06
2023-12-30,22,34.0,,0.34,7.48
2023-12-31,9,32.0,False,0.32,2.88
2024-01-01,42,32.0,,0.32,13.44
2024-01-02,70,32.0,,0.32,22.400000000000002
2024-01-03,0,32.0,,0.32,0.0
2024-01-04,36,32.0,,0.32,11.52
2024-01-05,81,32.0,,0.32,25.92
2024-01-06,52,32.0,,0.32,16.64
2024-01-07,55,45.0,False,0.45,24.75
2024-01-08,68,45.0,,0.45,30.6
2024-01-09,56,45.0,,0.45,25.2
2024-01-10,100,45.0,,0.45,45.0
2024-01-11,41,45.0,,0.45,18.45
2024-01-12,68,45.0,,0.45,30.6
2024-01-13,42,45.0,,0.45,18.900000000000002
2024-01-14,41,40.0,False,0.4,16.400000000000002
2024-01-15,0,40.0,,0.4,0.0
2024-01-16,78,40.0,,0.4,31.200000000000003
2024-01-17,54,40.0,,0.4,21.6
2024-01-18,64,40.0,,0.4,25.6
2024-01-19,76,40.0,,0.4,30.400000000000002
2024-01-20,94,40.0,,0.4,37.6
2024-01-21,62,31.0,False,0.31,19.22
2024-01-22,21,31.0,,0.31,6.51
2024-01-23,22,31.0,,0.31,6.82
2024-01-24,36,31.0,,0.31,11.16
2024-01-25,51,31.0,,0.31,15.81
2024-01-26,72,31.0,,0.31,22.32
2024-01-27,33,31.0,,0.31,10.23
2024-01-28,91,43.0,True,0.43,39.13
2024-01-29,86,43.0,,0.43,36.98
2024-01-30,61,43.0,,0.43,26.23
2024-01-31,72,43.0,,0.43,30.96
