date,Ethereum_unscaled,Ethereum_monthly,isPartial,scale,Ethereum
2023-11-01,48,17.0,,0.17,8.16
2023-11-02,47,17.0,,0.17,7.99
2023-11-03,38,17.0,,0.17,6.460000000000001
2023-11-04,40,17.0,,0.17,6.800000000000001
2023-11-05,48,29.0,False,0.29,13.919999999999998
2023-11-06,52,29.0,,0.29,15.079999999999998
2023-11-07,45,29.0,,0.29,13.049999999999999
2023-11-08,48,29.0,,0.29,13.919999999999998
2023-11-09,85,29.0,,0.29,24.65
2023-11-10,100,29.0,,0.29,28.999999999999996
2023-11-11,68,29.0,,0.29,19.72
2023-11-12,58,25.0,False,0.25,14.5
2023-11-13,53,25.0,,0.25,13.25
2023-11-14,57,25.0,,0.25,14.25
2023-11-15,66,25.0,,0.25,16.5
2023-11-16,59,25.0,,0.25,14.75
2023-11-17,45,25.0,,0.25,11.25
2023-11-18,43,25.0,,0.25,10.75
2023-11-19,41,20.0,False,0.2,8.200000000000001
2023-11-20,51,20.0,,0.2,10.200000000000001
2023-11-21,54,20.0,,0.2,10.8
2023-11-22,54,20.0,,0.2,10.8
2023-11-23,51,20.0,,0.2,10.200000000000001
2023-11-24,52,20.0,,0.2,10.4
2023-11-25,49,20.0,,0.2,9.8
2023-11-26,45,21.0,False,0.21,9.45
2023-11-27,42,21.0,,0.21,8.82
2023-11-28,47,21.0,,0.21,9.87
2023-11-29,49,21.0,,0.21,10.29
2023-11-30,46,21.0,,0.21,9.66
2023-12-01,55,21.0,,0.21,11.549999999999999
2023-12-02,54,21.0,,0.21,11.34
2023-12-03,56,39.0,False,0.39,21.84
2023-12-04,100,39.0,,0.39,39.0
2023-12-05,95,39.0,,0.39,37.050000000000004
2023-12-06,85,39.0,,0.39,33.15
2023-12-07,76,39.0,,0.39,29.64
2023-12-08,87,39.0,,0.39,33.93
2023-12-09,63,39.0,,0.39,24.57
2023-12-10,57,31.0,False,0.31,17.669999999999998
2023-12-11,63,31.0,,0.31,19.53
2023-12-12,57,31.0,,0.31,17.669999999999998
2023-12-13,63,31.0,,0.31,19.53
2023-12-14,62,31.0,,0.31,19.22
2023-12-15,59,31.0,,0.31,18.29
2023-12-16,53,31.0,,0.31,16.43
2023-12-17,43,24.0,False,0.24,10.32
2023-12-18,48,24.0,,0.24,11.52
2023-12-19,54,24.0,,0.24,12.959999999999999
2023-12-20,62,24.0,,0.24,14.879999999999999
2023-12-21,52,24.0,,0.24,12.48
2023-12-22,64,24.0,,0.24,15.36
2023-12-23,49,24.0,,0.24,11.76
2023-12-24,55,30.0,False,0.3,16.5
2023-12-25,53,30.0,,0.3,15.899999999999999
2023-12-26,51,30.0,,0.3,15.299999999999999
2023-12-27,67,30.0,,0.3,20.099999999999998
2023-12-28,73,30.0,,0.3,21.9
2023-12-29,64,30.0,,0.3,19.2
2023-12-30,49,30.0,,0.3,14.7
2023-12-31,46,30.0,False,0.3,13.799999999999999
2024-01-01,35,30.0,,0.3,10.5
2024-01-02,53,30.0,,0.3,15.899999999999999
2024-01-03,49,30.0,,0.3,14.7
2024-01-04,44,30.0,,0.3,13.2
2024-01-05,34,30.0,,0.3,10.2
2024-01-06,35,30.0,,0.3,10.5
2024-01-07,32,43.0,False,0.43,13.76
2024-01-08,41,43.0,,0.43,17.63
2024-01-09,44,43.0,,0.43,18.919999999999998
2024-01-10,70,43.0,,0.43,30.099999999999998
2024-01-11,100,43.0,,0.43,43.0
2024-01-12,74,43.0,,0.43,31.82
2024-01-13,51,43.0,,0.43,21.93
2024-01-14,46,27.0,False,0.27,12.420000000000002
2024-01-15,46,27.0,,0.27,12.420000000000002
2024-01-16,42,27.0,,0.27,11.34
2024-01-17,42,27.0,,0.27,11.34
2024-01-18,36,27.0,,0.27,9.72
2024-01-19,33,27.0,,0.27,8.91
2024-01-20,32,27.0,,0.27,8.64
2024-01-21,29,20.0,False,0.2,5.800000000000001
2024-01-22,34,20.0,,0.2,6.800000000000001
2024-01-23,37,20.0,,0.2,7.4
2024-01-24,32,20.0,,0.2,6.4
2024-01-25,31,20.0,,0.2,6.2
2024-01-26,28,20.0,,0.2,5.6000000000000005
2024-01-27,24,20.0,,0.2,4.800000000000001
2024-01-28,25,19.0,True,0.19,4.75
2024-01-29,27,19.0,,0.19,5.13
2024-01-30,33,19.0,,0.19,6.2700000000000005
2024-01-31,31,19.0,,0.19,5.89
