date,Crypto_unscaled,Crypto_monthly,isPartial,scale,Crypto
2023-12-28,94,36.0,,0.36,33.839999999999996
2023-12-29,92,36.0,,0.36,33.12
2023-12-30,82,36.0,,0.36,29.52
2023-12-31,80,38.0,False,0.38,30.4
2024-01-01,73,38.0,,0.38,27.740000000000002
2024-01-02,84,38.0,,0.38,31.92
2024-01-03,96,38.0,,0.38,36.480000000000004
2024-01-04,91,38.0,,0.38,34.58
2024-01-05,85,38.0,,0.38,32.3
2024-01-06,82,38.0,,0.38,31.16
2024-01-07,72,39.0,False,0.39,28.080000000000002
2024-01-08,79,39.0,,0.39,30.810000000000002
2024-01-09,81,39.0,,0.39,31.59
2024-01-10,100,39.0,,0.39,39.0
2024-01-11,97,39.0,,0.39,37.83
2024-01-12,86,39.0,,0.39,33.54
2024-01-13,77,39.0,,0.39,30.03
2024-01-14,72,33.0,False,0.33,23.76
2024-01-15,71,33.0,,0.33,23.43
2024-01-16,70,33.0,,0.33,23.1
2024-01-17,77,33.0,,0.33,25.41
2024-01-18,75,33.0,,0.33,24.75
2024-01-19,71,33.0,,0.33,23.43
2024-01-20,70,33.0,,0.33,23.1
2024-01-21,66,29.0,False,0.29,19.139999999999997
2024-01-22,71,29.0,,0.29,20.59
2024-01-23,77,29.0,,0.29,22.33
2024-01-24,74,29.0,,0.29,21.459999999999997
2024-01-25,70,29.0,,0.29,20.299999999999997
2024-01-26,64,29.0,,0.29,18.56
2024-01-27,62,29.0,,0.29,17.98
2024-01-28,63,26.0,True,0.26,16.38
2024-01-29,63,26.0,,0.26,16.38
2024-01-30,70,26.0,,0.26,18.2
2024-01-31,70,26.0,,0.26,18.2
