date,/m/017txn_unscaled,/m/017txn_monthly,isPartial,scale,/m/017txn
2023-12-26,44,19.0,,0.19,8.36
2023-12-27,26,19.0,,0.19,4.94
2023-12-28,46,19.0,,0.19,8.74
2023-12-29,29,19.0,,0.19,5.51
2023-12-30,45,19.0,,0.19,8.55
2023-12-31,33,20.0,False,0.2,6.6000000000000005
2024-01-01,34,20.0,,0.2,6.800000000000001
2024-01-02,71,20.0,,0.2,14.200000000000001
2024-01-03,82,20.0,,0.2,16.400000000000002
2024-01-04,82,20.0,,0.2,16.400000000000002
2024-01-05,72,20.0,,0.2,14.4
2024-01-06,71,20.0,,0.2,14.200000000000001
2024-01-07,63,21.0,False,0.21,13.229999999999999
2024-01-08,95,21.0,,0.21,19.95
2024-01-09,76,21.0,,0.21,15.959999999999999
2024-01-10,90,21.0,,0.21,18.9
2024-01-11,100,21.0,,0.21,21.0
2024-01-12,56,21.0,,0.21,11.76
2024-01-13,50,21.0,,0.21,10.5
2024-01-14,25,18.0,False,0.18,4.5
2024-01-15,51,18.0,,0.18,9.18
2024-01-16,63,18.0,,0.18,11.34
2024-01-17,89,18.0,,0.18,16.02
2024-01-18,99,18.0,,0.18,17.82
2024-01-19,59,18.0,,0.18,10.62
2024-01-20,39,18.0,,0.18,7.02
2024-01-21,45,17.0,False,0.17,7.65
2024-01-22,92,17.0,,0.17,15.64
2024-01-23,76,17.0,,0.17,12.920000000000002
2024-01-24,74,17.0,,0.17,12.58
2024-01-25,49,17.0,,0.17,8.33
2024-01-26,48,17.0,,0.17,8.16
2024-01-27,57,17.0,,0.17,9.690000000000001
2024-01-28,35,19.0,True,0.19,6.65
2024-01-29,84,19.0,,0.19,15.96
2024-01-30,97,19.0,,0.19,18.43
2024-01-31,70,19.0,,0.19,13.3
