date,Fork_unscaled,Fork_monthly,isPartial,scale,Fork
2023-10-30,77,49.0,,0.49,37.73
2023-10-31,78,49.0,,0.49,38.22
2023-11-01,77,49.0,,0.49,37.73
2023-11-02,84,49.0,,0.49,41.16
2023-11-03,88,49.0,,0.49,43.12
2023-11-04,90,49.0,,0.49,44.1
2023-11-05,89,53.0,False,0.53,47.17
2023-11-06,84,53.0,,0.53,44.52
2023-11-07,86,53.0,,0.53,45.580000000000005
2023-11-08,87,53.0,,0.53,46.11
2023-11-09,87,53.0,,0.53,46.11
2023-11-10,89,53.0,,0.53,47.17
2023-11-11,94,53.0,,0.53,49.82
2023-11-12,87,50.0,False,0.5,43.5
2023-11-13,79,50.0,,0.5,39.5
2023-11-14,82,50.0,,0.5,41.0
2023-11-15,86,50.0,,0.5,43.0
2023-11-16,82,50.0,,0.5,41.0
2023-11-17,83,50.0,,0.5,41.5
2023-11-18,90,50.0,,0.5,45.0
2023-11-19,87,52.0,False,0.52,45.24
2023-11-20,84,52.0,,0.52,43.68
2023-11-21,87,52.0,,0.52,45.24
2023-11-22,81,52.0,,0.52,42.120000000000005
2023-11-23,96,52.0,,0.52,49.92
2023-11-24,84,52.0,,0.52,43.68
2023-11-25,100,52.0,,0.52,52.0
2023-11-26,81,48.0,False,0.48,38.879999999999995
2023-11-27,83,48.0,,0.48,39.839999999999996
2023-11-28,81,48.0,,0.48,38.879999999999995
2023-11-29,78,48.0,,0.48,37.44
2023-11-30,79,48.0,,0.48,37.92
2023-12-01,86,48.0,,0.48,41.28
2023-12-02,100,48.0,,0.48,48.0
2023-12-03,83,50.0,False,0.5,41.5
2023-12-04,80,50.0,,0.5,40.0
2023-12-05,88,50.0,,0.5,44.0
2023-12-06,89,50.0,,0.5,44.5
2023-12-07,91,50.0,,0.5,45.5
2023-12-08,84,50.0,,0.5,42.0
2023-12-09,88,50.0,,0.5,44.0
2023-12-10,82,55.0,False,0.55,45.1
2023-12-11,87,55.0,,0.55,47.85
2023-12-12,81,55.0,,0.55,44.550000000000004
2023-12-13,81,55.0,,0.55,44.550000000000004
2023-12-14,96,55.0,,0.55,52.800000000000004
2023-12-15,89,55.0,,0.55,48.95
2023-12-16,92,55.0,,0.55,50.6
2023-12-17,91,49.0,False,0.49,44.589999999999996
2023-12-18,80,49.0,,0.49,39.2
2023-12-19,81,49.0,,0.49,39.69
2023-12-20,84,49.0,,0.49,41.16
2023-12-21,91,49.0,,0.49,44.589999999999996
2023-12-22,85,49.0,,0.49,41.65
2023-12-23,91,49.0,,0.49,44.589999999999996
2023-12-24,93,53.0,False,0.53,49.29
2023-12-25,68,53.0,,0.53,36.04
2023-12-26,87,53.0,,0.53,46.11
2023-12-27,88,53.0,,0.53,46.64
2023-12-28,89,53.0,,0.53,47.17
2023-12-29,85,53.0,,0.53,45.050000000000004
2023-12-30,93,53.0,,0.53,49.29
2023-12-31,87,53.0,False,0.53,46.11
2024-01-01,88,53.0,,0.53,46.64
2024-01-02,86,53.0,,0.53,45.580000000000005
2024-01-03,87,53.0,,0.53,46.11
2024-01-04,93,53.0,,0.53,49.29
2024-01-05,86,53.0,,0.53,45.580000000000005
2024-01-06,92,53.0,,0.53,48.760000000000005
2024-01-07,79,50.0,False,0.5,39.5
2024-01-08,82,50.0,,0.5,41.0
2024-01-09,86,50.0,,0.5,43.0
2024-01-10,86,50.0,,0.5,43.0
2024-01-11,87,50.0,,0.5,43.5
2024-01-12,88,50.0,,0.5,44.0
2024-01-13,100,50.0,,0.5,50.0
2024-01-14,91,50.0,False,0.5,45.5
2024-01-15,89,50.0,,0.5,44.5
2024-01-16,81,50.0,,0.5,40.5
2024-01-17,92,50.0,,0.5,46.0
2024-01-18,80,50.0,,0.5,40.0
2024-01-19,83,50.0,,0.5,41.5
2024-01-20,91,50.0,,0.5,45.5
2024-01-21,84,50.0,False,0.5,42.0
2024-01-22,83,50.0,,0.5,41.5
2024-01-23,87,50.0,,0.5,43.5
2024-01-24,90,50.0,,0.5,45.0
2024-01-25,85,50.0,,0.5,42.5
2024-01-26,86,50.0,,0.5,43.0
2024-01-27,100,50.0,,0.5,50.0
2024-01-28,89,47.0,True,0.47,41.83
2024-01-29,86,47.0,,0.47,40.419999999999995
2024-01-30,91,47.0,,0.47,42.769999999999996
2024-01-31,92,47.0,,0.47,43.239999999999995
